price,year,trans,fuel,km,kw
,2021,Automat,Benzín,29928,81

,2022,Automat,Benzín,27615,81

,2021,Automat,Benzín,26975,81

,2022,Automat,Benzín,24809,81

,2021,Automat,Benzín,23229,81

,2021,Automat,Benzín,29101,81

,2022,Automat,Benzín,40,81

,2021,Automat,Benzín,20000,81

,2021,Automat,Benzín,6240,81

,2021,Automat,Benzín,28040,81

,2021,Automat,Benzín,6763,81

,2022,Automat,Benzín,3250,110

,2023,Automat,Benzín,10,81

