price,year,km,kw,Automat,Diesel,Elektro
0.0,0.75,0.1613580177548039,0.3632286995515695,1,0,1
0.6687997155934764,0.75,0.0322508146982807,1.0,1,0,1
1.0,1.0,0.0,0.0,1,0,1
