price,year,trans,fuel,km,kw
,2018,Manuál,Benzín,142980,70
,2013,Automat,Benzín,112600,132
,2015,Manuál,Benzín,106287,81
,2018,Manuál,Benzín,89448,55
,2018,Manuál,Benzín,67933,70
,2019,Manuál,Benzín,86897,70
,2018,Manuál,Benzín,85532,70
,2014,Manuál,Benzín,53100,81
,2015,Manuál,Benzín,155368,66
,2018,Manuál,Benzín,9372,44
,2018,Manuál,Benzín,59442,81
,2014,Manuál,Benzín,116738,66
,2015,Manuál,Diesel,170050,66
,2018,Manuál,Diesel,60721,66
,2018,Manuál,Benzín,40556,70
,2017,Manuál,Benzín,35425,70
,2018,Manuál,Benzín,76464,70
,2016,Manuál,Benzín,145670,81
,2018,Manuál,Benzín,48900,70
,2017,Manuál,Benzín,47075,44
,2017,Manuál,Benzín,117018,66
,2017,Manuál,Benzín,58500,66
,2019,Manuál,Benzín,111885,55
,2017,Manuál,Benzín,68274,81
,2019,Manuál,Benzín,71802,70
,2018,Manuál,Benzín+Plyn,71315,55
,2017,Manuál,Benzín,58450,81
,2017,Manuál,Benzín,96722,81
,2017,Manuál,Benzín,89618,70
,2016,Manuál,Benzín,74403,66
,2019,Manuál,Benzín,138039,55
,2020,Manuál,Benzín,53700,44
,2015,Manuál,Benzín,131560,66
,2019,Manuál,Benzín,59874,44
,2016,Manuál,Benzín,156000,62
,2018,Manuál,Benzín,81000,70
,2016,Manuál,Benzín,155000,62
,2016,Manuál,Benzín,90853,66
,2017,Manuál,Benzín,66258,55
,2017,Manuál,Benzín,43490,44
,2017,Manuál,Benzín,45929,81
,2018,Manuál,Diesel,144082,55
,2017,Manuál,Benzín,139927,81
,2019,Manuál,Benzín,78817,70
,2016,Manuál,Benzín,18750,66
,2017,Manuál,Benzín,49000,70
,2014,Manuál,Benzín,4260,63
,2017,Manuál,Benzín,77679,70
,2019,Manuál,Benzín,18219,55
,2017,Manuál,Benzín+Plyn,123691,55
,2018,Manuál,Benzín,65750,81
,2018,Manuál,Diesel,171300,55
,2018,Manuál,Benzín,49206,70
,2011,Automat,Benzín,119892,132
,2018,Manuál,Diesel,99867,66
,2018,Manuál,Diesel,58023,66
,2017,Manuál,Benzín,32544,66
,2019,Manuál,Benzín,71774,55
,2012,Automat,Benzín,48303,132
,2016,Manuál,Benzín,160365,81
,2018,Manuál,Benzín,72774,70
,2019,Manuál,Benzín,9982,44
,2018,Manuál,Benzín,64444,44
,2017,Manuál,Benzín,37087,66
,2017,Manuál,Benzín,26873,70
,2015,Manuál,Benzín,79193,66
,2011,Automat,Benzín,131681,132
,2015,Automat,Benzín,68980,81
,2015,Manuál,Benzín,133900,66
,2018,Manuál,Benzín,82643,70
,2018,Manuál,Benzín,58619,70
,2015,Manuál,Benzín,76467,81
,2015,Manuál,Benzín,80629,66
,2015,Manuál,Benzín,78850,66
,2016,Manuál,Benzín,45195,44
,2018,Manuál,Benzín,61745,70
,2016,Manuál,Benzín,75156,66
,2017,Manuál,Benzín,52385,81
,2016,Manuál,Benzín,38294,66
,2019,Manuál,Benzín+Plyn,76502,44
,2016,Manuál,Benzín,116143,66
,2018,Manuál,Benzín,89526,70
,2018,Manuál,Benzín,61696,81
,2019,Manuál,Benzín,132313,81
,2018,Manuál,Benzín,99447,81
,2016,Manuál,Benzín,72317,66
,2017,Manuál,Benzín,51500,81
,2016,Manuál,Benzín,24315,81
,2011,Manuál,Benzín,6830,63
,2015,Manuál,Benzín,90800,81
,2017,Manuál,Benzín,43149,81
,2015,Automat,Benzín,133638,81
,2014,Manuál,Benzín,83165,66
,2018,Manuál,Benzín,9308,70
,2016,Manuál,Benzín,115335,81
,2017,Manuál,Benzín,43330,66
,2015,Manuál,Benzín,76331,66
,2016,Manuál,Benzín,39537,66
,2017,Manuál,Benzín,97583,70
,2017,Manuál,Benzín,34142,70
,2019,Manuál,Benzín,66725,70
,2016,Manuál,Benzín,80947,66
,2018,Manuál,Benzín,112986,81
,2019,Manuál,Benzín,95250,70
,2016,Manuál,Benzín,47293,66
,2015,Manuál,Benzín,68925,81
,2018,Manuál,Diesel,121579,77
,2020,Manuál,Benzín,27476,44
,2018,Manuál,Benzín,34901,66
,2020,Manuál,Benzín,33385,44
,2020,Manuál,Benzín,42570,44
,2017,Manuál,Benzín,54372,70
,2018,Manuál,Benzín,111632,81
,2019,Manuál,Benzín,61409,81
,2020,Manuál,Benzín,24251,44
,2020,Manuál,Benzín,43126,44
,2018,Manuál,Benzín,72333,81
,2018,Manuál,Diesel,65928,66
,2018,Manuál,Benzín,30596,70
,2018,Manuál,Benzín,17874,70
,2018,Manuál,Benzín,97039,81
,2017,Manuál,Benzín,57328,81
,2015,Manuál,Benzín,48294,66
,2016,Automat,Diesel,127191,66
,2018,Manuál,Benzín,40329,70
,2020,Manuál,Benzín,39926,70
,2017,Manuál,Benzín,74988,81
,2020,Manuál,Benzín,39420,70
,2018,Manuál,Benzín,17174,55
,2016,Manuál,Benzín,80000,
,2018,Automat,Benzín,37705,81
,2017,Automat,Benzín,67295,81
,2019,Manuál,Benzín,8029,70
,2018,Manuál,Benzín,24515,44
,2015,Manuál,Benzín,75100,81
,2019,Manuál,Benzín,71100,81
,2018,Manuál,Benzín,21000,81
,2018,Manuál,Benzín,85140,81
,2019,Manuál,Benzín,48530,70
,2017,Manuál,Benzín,55180,70
,2019,Manuál,Benzín,122000,70
,2021,Manuál,Benzín,25369,44
,2018,Manuál,Benzín,53792,81
,2019,Manuál,Benzín,19435,55
,2021,Manuál,Benzín,26158,44
,2021,Manuál,Benzín,22189,44
,2019,Manuál,Benzín,94456,70
,2020,Manuál,Benzín,40963,70
,2019,Manuál,Benzín,25536,44
,2017,Manuál,Benzín,83512,81
,2017,Manuál,Benzín,56660,70
,2018,Manuál,Benzín,13100,70
,2018,Manuál,Benzín,41332,81
,2020,Manuál,Benzín,26144,44
,2018,Manuál,Benzín,42051,70
,2018,Manuál,Benzín,26600,70
,2018,Manuál,Benzín,24500,70
,2019,Manuál,Benzín,134635,81
,2020,Manuál,Benzín,53000,81
,2019,Manuál,Benzín,86079,70
,2017,Automat,Benzín,122000,81
,2017,Automat,Benzín,114084,81
,2017,Manuál,Benzín,58300,70
,2021,Manuál,Benzín,95227,70
,2019,Manuál,Benzín,14238,70
,2018,Manuál,Benzín,52931,81
,2018,Manuál,Benzín,59000,70
,2020,Manuál,Benzín,20702,70
,2019,Manuál,Benzín,20995,70
,2019,Manuál,Benzín,100776,81
,2020,Manuál,Benzín,39093,70
,2020,Manuál,Benzín,41925,70
,2015,Manuál,Benzín,32130,81
,2019,Manuál,Benzín,71119,81
,2019,Manuál,Benzín,85709,81
,2018,Manuál,Benzín,80550,81
,2018,Manuál,Benzín,59060,81
,2019,Manuál,Benzín,34395,81
,2019,Manuál,Benzín,37255,81
,2019,Manuál,Benzín,81743,81
,2016,Automat,Benzín,45307,81
,2019,Manuál,Benzín,30307,70
,2020,Manuál,Benzín,22682,70
,2017,Manuál,Diesel,14200,66
,2018,Manuál,Benzín,28826,81
,2019,Manuál,Benzín,41654,70
,2018,Manuál,Benzín,39409,81
,2018,Manuál,Benzín,20000,70
,2022,Manuál,Benzín,27194,70
,2022,Manuál,Benzín,30659,59
,2019,Manuál,Benzín,44000,70
,2020,Manuál,Benzín,46961,70
,2020,Manuál,Benzín,48500,81
,2020,Manuál,Benzín,9835,70
,2019,Manuál,Benzín,10025,81
,2019,Manuál,Benzín,11327,81
,2019,Manuál,Benzín,14226,81
,2018,Manuál,Benzín,67072,81
,2019,Manuál,Benzín,8274,81
,2019,Manuál,Benzín,38648,81
,2018,Automat,Benzín,47937,81
,2020,Manuál,Benzín,46217,70
,2021,Manuál,Benzín,18408,70
,2020,Manuál,Benzín,61367,70
,2020,Manuál,Benzín,47390,70
,2020,Manuál,Benzín,21600,70
,2021,Manuál,Benzín,27060,70
,2019,Automat,Benzín,57748,81
,2020,Manuál,Benzín,35944,70
,2019,Manuál,Benzín,24140,70
,2018,Automat,Benzín,42088,81
,2022,Manuál,Benzín,22000,81
,2021,Manuál,Benzín,89882,70
,2020,Manuál,Benzín,45000,81
,2020,Manuál,Benzín,5325,81
,2019,Manuál,Benzín,39306,70
,2019,Manuál,Benzín,6255,70
,2021,Manuál,Benzín,12000,70
,2020,Manuál,Benzín,30278,81
,2021,Manuál,Benzín,27473,81
,2020,Automat,Benzín,43811,70
,2021,Manuál,Benzín,14044,70
,2021,Manuál,Benzín,35934,81
,2021,Manuál,Benzín,22806,70
,2018,Manuál,Benzín,65000,81
,2019,Automat,Benzín,21243,81
,2019,Automat,Benzín,17365,81
,2022,Manuál,Benzín,1112,70
,2022,Manuál,Benzín,8300,59
,2022,Manuál,Benzín,40232,70
,2021,Manuál,Benzín,21700,70
,2022,Manuál,Benzín,5,59
,2023,Manuál,Benzín,40,70
,2021,Manuál,Benzín,6030,70
,2021,Manuál,Benzín,40720,81
,2023,Manuál,Benzín,40,70
,2022,Manuál,Benzín,4327,70
,2023,Manuál,Benzín,1,81
,2022,Automat,Benzín,25258,81
,2020,Automat,Benzín,32594,70
,2021,Manuál,Benzín,35964,81
,2022,Manuál,Benzín,1,81
,2023,Manuál,Benzín,40,81
,2023,Manuál,Benzín,8,81
,2023,Manuál,Benzín,40,81
,2023,Manuál,Benzín,40,59
,2022,Manuál,Benzín,26518,70
,2021,Manuál,Benzín,32585,81
,2022,Manuál,Benzín,38133,81
,2023,Manuál,Benzín,1,81
,2021,Manuál,Benzín,7744,70
,2022,Manuál,Benzín,1,81
,2022,Manuál,Benzín,8000,81
,2022,Manuál,Benzín,1,81
,2022,Manuál,Benzín,31280,81
,2021,Manuál,Benzín,16732,81
,2022,Manuál,Benzín,40653,81
,2021,Manuál,Benzín,25311,81
,2021,Manuál,Benzín,27958,81
,2022,Manuál,Benzín,29039,81
,2023,Manuál,Benzín,40,81
,2022,Manuál,Benzín,19500,70
,2021,Manuál,Benzín,36137,81
,2022,Manuál,Benzín,19200,70
,2023,Manuál,Benzín,40,81
,2022,Manuál,Benzín,15300,70
,2021,Manuál,Benzín,29342,81
,2021,Manuál,Benzín,21576,81
,2022,Manuál,Benzín,8900,70
,2022,Manuál,Benzín,18300,70
,2022,Manuál,Benzín,40382,81
,2021,Manuál,Benzín,30456,81
,2022,Manuál,Benzín,5987,81
,2022,Manuál,Benzín,8300,70
,2022,Manuál,Benzín,24188,81
,2021,Manuál,Benzín,25238,81
,2022,Manuál,Benzín,13000,70
,2021,Automat,Benzín,21402,81
,2022,Automat,Benzín,8454,81
,2021,Automat,Benzín,14604,81
,2022,Automat,Benzín,38339,81
,2021,Automat,Benzín,27032,81
,2021,Automat,Benzín,20086,81
,2021,Automat,Benzín,29923,81
,2021,Automat,Benzín,17997,81
,2015,Automat,Diesel,131740,110
,2022,Manuál,Benzín,1000,81
,2021,Automat,Benzín,15177,81
,2021,Automat,Benzín,21085,81
,2022,Automat,Benzín,37322,81
,2021,Automat,Benzín,10880,81
,2021,Automat,Benzín,22991,81
,2021,Automat,Benzín,21198,81
,2022,Automat,Benzín,24331,81
,2021,Automat,Benzín,29928,81
,2022,Automat,Benzín,27615,81
,2021,Automat,Benzín,26975,81
,2022,Automat,Benzín,24809,81
,2021,Automat,Benzín,23229,81
,2021,Automat,Benzín,29101,81
,2022,Automat,Benzín,40,81
,2021,Automat,Benzín,20000,81
,2021,Automat,Benzín,6240,81
,2021,Automat,Benzín,28040,81
,2021,Automat,Benzín,6763,81
,2022,Automat,Benzín,3250,110
,2023,Automat,Benzín,10,81
