price,year,km,kw,Automat,Manuál,Benzín,Benzín+Plyn,Diesel,Elektro,Hybrid
4000.0,0.6666666666666666,0.5572362863885983,0.1968085106382978,0,1,0,0,1,0,0
4000.0,0.5641025641025641,0.3208926695158717,0.1861702127659574,0,1,1,0,0,0,0
4000.0,0.5641025641025641,0.4755600931218481,0.3351063829787234,1,0,0,0,1,0,0
4000.0,0.4871794871794871,0.3647661538250234,0.1808510638297872,0,1,0,0,1,0,0
3800.0,0.6153846153846154,0.603751427845447,0.1968085106382978,0,1,0,0,1,0,0
4056.0,0.6666666666666666,0.3015563801514031,0.101063829787234,0,1,1,0,0,0,0
4056.0,0.6410256410256411,0.2540477558504465,0.101063829787234,0,1,1,0,0,0,0
4100.0,0.6410256410256411,0.3588144132842848,0.1861702127659574,0,1,1,0,0,0,0
4199.0,0.5897435897435898,0.3450796274210421,0.1861702127659574,0,1,1,0,0,0,0
4200.0,0.717948717948718,0.4288618211868228,0.1968085106382978,0,1,1,0,0,0,0
4200.0,0.6666666666666666,0.4116681584170201,0.1968085106382978,0,1,0,0,1,0,0
4200.0,0.6410256410256411,1.0,0.1968085106382978,1,0,0,0,1,0,0
3960.0,0.5897435897435898,0.4569494582771542,0.1968085106382978,0,1,0,0,1,0,0
3996.0,0.5897435897435898,0.4333004461516274,0.3723404255319149,0,1,1,0,0,0,0
3996.0,0.6410256410256411,0.5373666295064404,0.1968085106382978,0,1,0,0,1,0,0
3999.0,0.5641025641025641,0.3798171900001602,0.1382978723404255,0,1,1,0,0,0,0
4269.0,0.5897435897435898,0.2383076912511703,0.1968085106382978,0,1,0,0,1,0,0
4269.0,0.6410256410256411,0.4262499227418295,0.1968085106382978,0,1,0,0,1,0,0
4290.0,0.6410256410256411,0.491584009962298,0.1861702127659574,0,1,0,1,0,0,0
4300.0,0.6666666666666666,0.8120623467712952,0.1968085106382978,0,1,0,0,1,0,0
4300.0,0.5897435897435898,0.3330708463146136,0.1861702127659574,0,1,1,0,0,0,0
4300.0,0.6666666666666666,0.4594743697450137,0.101063829787234,0,1,1,0,0,0,0
4300.0,0.6923076923076923,0.6690305759224625,0.1968085106382978,0,1,0,0,1,0,0
4300.0,0.6153846153846154,0.3412819591298555,0.2393617021276596,1,0,1,0,0,0,0
4390.0,0.6153846153846154,0.4364823382099453,0.3351063829787234,0,1,0,0,1,0,0
4390.0,0.6153846153846154,0.4303428889290758,0.4521276595744681,0,1,0,0,1,0,0
4390.0,0.6923076923076923,0.5400678040595449,0.1382978723404255,0,1,0,0,1,0,0
4120.0,0.6410256410256411,0.3970429006036438,0.3351063829787234,0,1,0,0,1,0,0
4400.0,0.7435897435897436,0.611763386265672,0.2659574468085106,0,1,1,0,0,0,0
4400.0,0.5897435897435898,0.3535494120367085,0.0797872340425532,0,1,1,0,0,0,0
4440.0,0.6410256410256411,0.3725606448024137,0.101063829787234,0,1,1,0,0,0,0
4483.0,0.6153846153846154,0.2447905101786208,0.0797872340425532,0,1,1,0,0,0,0
4483.0,0.6410256410256411,0.3382397040611473,0.101063829787234,0,1,1,0,0,0,0
4490.0,0.6666666666666666,0.5808601180733758,0.1968085106382978,1,0,0,0,1,0,0
4490.0,0.5384615384615384,0.621489903787825,0.3723404255319149,0,1,1,0,0,0,0
4490.0,0.4615384615384615,0.4742919145604754,0.2393617021276596,1,0,1,0,0,0,0
4499.0,0.6923076923076923,0.64405844609211,0.1382978723404255,0,1,0,0,1,0,0
4500.0,0.3846153846153846,0.5001613837338931,0.1382978723404255,0,1,0,0,1,0,0
4500.0,0.5641025641025641,0.4778492240990553,0.3351063829787234,0,1,0,0,1,0,0
4500.0,0.5128205128205128,0.2603817812643786,0.1861702127659574,1,0,1,0,0,0,0
4583.0,0.6410256410256411,0.3299782303644067,0.1861702127659574,0,1,1,0,0,0,0
4590.0,0.5641025641025641,0.3748383301247347,0.0797872340425532,0,1,1,0,0,0,0
4600.0,0.6153846153846154,0.3997898577762924,0.0797872340425532,0,1,1,0,0,0,0
4650.0,0.6666666666666666,0.5490411974901968,0.1968085106382978,0,1,0,0,1,0,0
4360.0,0.717948717948718,0.4603144808136487,0.1968085106382978,0,1,1,0,0,0,0
4654.0,0.6410256410256411,0.4162395529785028,0.1861702127659574,0,1,1,0,0,0,0
4690.0,0.5641025641025641,0.5450947356854917,0.3351063829787234,0,1,0,0,1,0,0
4396.0,0.6410256410256411,0.53221150654577,0.1861702127659574,0,1,1,0,0,0,0
4396.0,0.6153846153846154,0.4537080488134289,0.1968085106382978,0,1,0,0,1,0,0
4396.0,0.6153846153846154,0.5424027176562961,0.1968085106382978,0,1,0,0,1,0,0
4399.0,0.6410256410256411,0.6049417759535948,0.1968085106382978,0,1,0,0,1,0,0
4696.0,0.6153846153846154,0.3601947592635408,0.1861702127659574,0,1,1,0,0,0,0
4696.0,0.6153846153846154,0.3421655636870575,0.0797872340425532,0,1,1,0,0,0,0
4700.0,0.6410256410256411,0.5125661844993785,0.1968085106382978,0,1,0,0,1,0,0
4700.0,0.6666666666666666,0.4128607956561451,0.101063829787234,0,1,1,0,0,0,0
4700.0,0.5897435897435898,0.541418391336097,0.1968085106382978,0,1,0,0,1,0,0
4700.0,0.6923076923076923,0.4513181960732247,0.2659574468085106,0,1,1,0,0,0,0
4700.0,0.6666666666666666,0.4412231284637413,0.1382978723404255,0,1,0,0,1,0,0
4790.0,0.5897435897435898,0.3066451183137345,0.0797872340425532,0,1,1,0,0,0,0
4800.0,0.717948717948718,0.658690571298418,0.1968085106382978,0,1,0,0,1,0,0
4800.0,0.3333333333333333,0.2260448166062717,0.1382978723404255,1,0,1,0,0,0,0
4800.0,0.6410256410256411,0.4099307080053199,0.1968085106382978,0,1,0,0,1,0,0
4826.0,0.6923076923076923,0.4102008254606303,0.101063829787234,0,1,1,0,0,0,0
4850.0,0.6153846153846154,0.5671253322101331,0.1968085106382978,0,1,0,0,1,0,0
4890.0,0.6410256410256411,0.4649293688636983,0.1861702127659574,0,1,1,0,0,0,0
4890.0,0.5641025641025641,0.3290557105805923,0.0797872340425532,0,1,1,0,0,0,0
4890.0,0.6153846153846154,0.3908622469651846,0.0797872340425532,0,1,1,0,0,0,0
4890.0,0.6410256410256411,0.3275334384807495,0.0797872340425532,0,1,1,0,0,0,0
4890.0,0.6410256410256411,0.3692253809686229,0.1861702127659574,0,1,1,0,0,0,0
4900.0,0.5897435897435898,0.4058675005207773,0.1968085106382978,0,1,0,0,1,0,0
4900.0,0.7692307692307693,0.7319427625690459,0.1968085106382978,0,1,0,0,1,0,0
4599.0,0.7692307692307693,0.3603160832053327,0.1223404255319148,0,1,1,0,0,0,0
4950.0,0.7435897435897436,0.7319427625690459,0.1968085106382978,0,1,0,0,1,0,0
4990.0,0.5641025641025641,0.5725665965429544,0.3351063829787234,0,1,0,0,1,0,0
4990.0,0.5641025641025641,0.5991731658910328,0.3351063829787234,1,0,0,0,1,0,0
4990.0,0.6153846153846154,0.3756830194553242,0.1382978723404255,0,1,0,0,1,0,0
4990.0,0.6923076923076923,0.4328563547420492,0.101063829787234,0,1,1,0,0,0,0
4990.0,0.6410256410256411,0.4124258607704757,0.1968085106382978,1,0,0,0,1,0,0
4999.0,0.6153846153846154,0.5698219285012831,0.1968085106382978,0,1,0,0,1,0,0
4999.0,0.6410256410256411,0.3542361513298706,0.2659574468085106,0,1,1,0,0,0,0
5000.0,0.6410256410256411,0.5848844103313059,0.1861702127659574,0,1,1,0,0,0,0
5000.0,0.6410256410256411,0.4209711867083899,0.3351063829787234,0,1,0,0,1,0,0
5000.0,0.6153846153846154,0.3332104833042232,0.1968085106382978,0,1,0,0,1,0,0
5000.0,0.6410256410256411,0.3660503563032366,0.3351063829787234,1,0,1,0,0,0,0
5000.0,0.6923076923076923,0.5336124547038208,0.101063829787234,0,1,1,0,0,0,0
4760.0,0.6153846153846154,0.4285413428500138,0.1968085106382978,0,1,0,0,1,0,0
4760.0,0.6410256410256411,0.5607409459147024,0.3351063829787234,0,1,0,0,1,0,0
4760.0,0.6666666666666666,0.5507649131160337,0.1968085106382978,1,0,0,0,1,0,0
4760.0,0.717948717948718,0.8170091588130398,0.3351063829787234,0,1,0,0,1,0,0
5100.0,0.6666666666666666,0.2718274361504142,0.1861702127659574,0,1,1,0,0,0,0
4796.0,0.6410256410256411,0.3450796274210421,0.101063829787234,0,1,1,0,0,0,0
4796.0,0.6410256410256411,0.5094392315845135,0.1861702127659574,0,1,1,0,0,0,0
4799.0,0.6923076923076923,0.431228782617255,0.101063829787234,0,1,1,0,0,0,0
5123.0,0.5897435897435898,0.5008366773721692,0.3723404255319149,0,1,1,0,0,0,0
5200.0,0.6666666666666666,0.4256570378187329,0.1382978723404255,0,1,0,0,1,0,0
5200.0,0.6923076923076923,0.5329783654231344,0.1968085106382978,0,1,0,0,1,0,0
5200.0,0.6923076923076923,0.2814372079927297,0.101063829787234,0,1,1,0,0,0,0
5200.0,0.7692307692307693,0.4357292141184442,0.1968085106382978,0,1,1,0,0,0,0
5200.0,0.6923076923076923,0.4268244946171085,0.1968085106382978,0,1,0,0,1,0,0
5200.0,0.6923076923076923,0.457212708339533,0.2659574468085106,1,0,1,0,0,0,0
5272.0,0.6923076923076923,0.3331830137324967,0.3351063829787234,0,1,0,0,1,0,0
5300.0,0.6666666666666666,0.343099529125758,0.101063829787234,0,1,1,0,0,0,0
5300.0,0.6153846153846154,0.5801459092084872,0.4521276595744681,1,0,0,0,1,0,0
5300.0,0.7435897435897436,0.6701362261844536,0.1968085106382978,0,1,0,0,1,0,0
5337.0,0.6666666666666666,0.3203799041769773,0.1861702127659574,0,1,1,0,0,0,0
5390.0,0.6410256410256411,0.470066178776551,0.1968085106382978,0,1,0,0,1,0,0
5399.0,0.6410256410256411,0.6154168393052946,0.1968085106382978,0,1,0,0,1,0,0
5490.0,0.6666666666666666,0.4485483475908041,0.1382978723404255,0,1,0,0,1,0,0
5490.0,0.6410256410256411,0.3792723768275849,0.1968085106382978,0,1,0,0,1,0,0
5490.0,0.717948717948718,0.5219584888988593,0.1968085106382978,0,1,0,0,1,0,0
5490.0,0.6410256410256411,0.4165508747914029,0.1968085106382978,0,1,0,0,1,0,0
5499.0,0.5641025641025641,0.5556728099311659,0.3351063829787234,0,1,0,0,1,0,0
5500.0,0.717948717948718,0.5220088497803579,0.1968085106382978,0,1,1,0,0,0,0
5160.0,0.6410256410256411,0.4137535567372558,0.1968085106382978,0,1,0,0,1,0,0
5160.0,0.6153846153846154,0.3517524442196009,0.2393617021276596,0,1,1,0,0,0,0
5160.0,0.6666666666666666,0.3343207118281687,0.1968085106382978,0,1,0,0,1,0,0
5160.0,0.6410256410256411,0.2809839600592427,0.1861702127659574,0,1,1,0,0,0,0
5507.0,0.6923076923076923,0.4075614574439106,0.101063829787234,0,1,1,0,0,0,0
5196.0,0.5897435897435898,0.4191398819266242,0.1968085106382978,0,1,0,0,1,0,0
5196.0,0.6666666666666666,0.4140992155148141,0.1968085106382978,0,1,0,0,1,0,0
5550.0,0.717948717948718,0.3125464979729745,0.1223404255319148,0,1,1,0,0,0,0
5550.0,0.6153846153846154,0.2910172211323415,0.101063829787234,0,1,1,0,0,0,0
5550.0,0.6153846153846154,0.4206209496688772,0.1861702127659574,0,1,0,1,0,0,0
5550.0,0.6666666666666666,0.3300102781980876,0.2659574468085106,0,1,1,0,0,0,0
5550.0,0.6410256410256411,0.3493030740739893,0.101063829787234,0,1,1,0,0,0,0
5550.0,0.6923076923076923,0.4930788124904142,0.2180851063829787,0,1,0,0,1,0,0
5550.0,0.5641025641025641,0.3718555924614338,0.3351063829787234,0,1,0,0,1,0,0
5590.0,0.5641025641025641,0.2975412444173818,0.1968085106382978,0,1,0,0,1,0,0
5600.0,0.6153846153846154,0.3069678857815208,0.1968085106382978,1,0,0,0,1,0,0
5650.0,0.6923076923076923,0.2438473882160115,0.101063829787234,0,1,1,0,0,0,0
5678.0,0.7435897435897436,0.4282025514653872,0.2659574468085106,0,1,1,0,0,0,0
5678.0,0.7435897435897436,0.3801124878962199,0.1968085106382978,0,1,0,0,1,0,0
5690.0,0.7435897435897436,0.4068861638056344,0.1968085106382978,0,1,0,0,1,0,0
5699.0,0.6923076923076923,0.6229228997795567,0.2180851063829787,0,1,0,0,1,0,0
