price,year,km,kw,Automat,Manuál,Benzín,Benzín+Plyn,Diesel,Hybrid
4900.0,0.2333333333333333,0.0253227930460207,0.1050583657587548,0,1,1,0,0,0
4900.0,0.4333333333333333,0.0311280183292982,0.2996108949416342,1,0,0,0,1,0
5000.0,0.6333333333333333,0.0321289192402081,0.2023346303501945,1,0,0,0,1,0
5000.0,0.5,0.0230422403205124,0.3385214007782101,1,0,0,0,1,0
4796.0,0.4333333333333333,0.0231211113122921,0.3385214007782101,1,0,0,0,1,0
5343.0,0.5,0.0222251048168456,0.0778210116731517,1,0,0,0,1,0
5390.0,0.5,0.0219852889585916,0.1828793774319066,1,0,0,0,1,0
5196.0,0.2,0.0276769119884808,0.2295719844357976,0,1,1,0,0,0
5490.0,0.4666666666666667,0.0387947191266859,0.3385214007782101,1,0,0,0,1,0
5500.0,0.5,0.0204183785825621,0.1439688715953307,0,1,0,0,1,0
5500.0,0.4666666666666667,0.0208498669652554,0.3385214007782101,1,0,0,0,1,0
5500.0,0.4,0.0306275678738432,0.3385214007782101,1,0,1,0,0,0
5599.0,0.5333333333333333,0.0301271174183882,0.1828793774319066,1,0,0,0,1,0
5600.0,0.4333333333333333,0.019507458663543,0.1828793774319066,1,0,0,0,1,0
5400.0,0.4333333333333333,0.0243218921351108,0.1828793774319066,1,0,0,0,1,0
5700.0,0.4,0.0284255858698414,0.2996108949416342,1,0,0,0,1,0
5763.0,0.5333333333333333,0.0248359548429541,0.3385214007782101,1,0,0,0,1,0
5790.0,0.5333333333333333,0.0242351140261349,0.1828793774319066,0,1,0,0,1,0
5596.0,0.4333333333333333,0.0226173578838312,0.4163424124513619,0,1,1,0,0,0
5596.0,0.4,0.0266825169334918,0.2996108949416342,0,1,0,0,1,0
5900.0,0.4333333333333333,0.0311280183292982,0.22568093385214,1,0,1,0,0,0
5900.0,0.5,0.0162846578205042,0.2217898832684824,0,1,1,0,0,0
5990.0,0.5,0.0417375679849432,0.1828793774319066,1,0,0,0,1,0
5999.0,0.4666666666666667,0.02363467356968,0.1828793774319066,1,0,0,0,1,0
5999.0,0.1,0.0188169371251063,0.0,0,1,1,0,0,0
6000.0,0.4666666666666667,0.0296965298465148,0.3385214007782101,1,0,0,0,1,0
6000.0,0.5333333333333333,0.0234936466313328,0.2412451361867704,1,0,0,0,1,0
6000.0,0.4,0.0414873427572157,0.4552529182879377,0,1,0,0,1,0
5960.0,0.1666666666666666,0.0216823162528592,0.1050583657587548,0,1,1,0,0,0
6300.0,0.5333333333333333,0.0278714871255617,0.2412451361867704,1,0,0,0,1,0
6300.0,0.5,0.0288059282159872,0.3501945525291828,1,0,0,0,1,0
5999.0,0.4666666666666667,0.0194220818158424,0.2996108949416342,0,1,1,0,0,0
6350.0,0.5,0.0281253155965684,0.1439688715953307,0,1,0,0,1,0
6350.0,0.4666666666666667,0.0312281084203891,0.3385214007782101,1,0,0,0,1,0
6400.0,0.5666666666666667,0.0245910343900544,0.1828793774319066,0,1,0,0,1,0
6500.0,0.4333333333333333,0.0227318609480393,0.4163424124513619,1,0,1,0,0,0
6500.0,0.4,0.0183384063996002,0.2996108949416342,0,1,0,0,1,0
6500.0,0.4666666666666667,0.0332165982600939,0.3385214007782101,1,0,0,0,1,0
6200.0,0.5666666666666667,0.0267841083759491,0.1828793774319066,0,1,0,0,1,0
6528.0,0.5333333333333333,0.0188569731615427,0.2217898832684824,0,1,1,0,0,0
6650.0,0.6,0.0281253155965684,0.1439688715953307,0,1,0,0,1,0
6700.0,0.3666666666666666,0.0158442614197038,0.1634241245136186,0,1,1,0,0,0
6739.0,0.5333333333333333,0.0178789928814926,0.2412451361867704,1,0,0,0,1,0
6770.0,0.4333333333333333,0.0202550315539016,0.2996108949416342,1,0,0,0,1,0
6800.0,0.5333333333333333,0.0305274777827522,0.3501945525291828,1,0,0,0,1,0
6999.0,0.5333333333333333,0.0239215317707468,0.3501945525291828,1,0,0,0,1,0
7000.0,0.5333333333333333,0.0271244146856585,0.2023346303501945,1,0,0,0,1,0
7000.0,0.6666666666666666,0.0263236939569306,0.2996108949416342,1,0,0,0,1,0
6752.0,0.4,0.022119910131109,0.2996108949416342,1,0,0,0,1,0
6792.0,0.4666666666666667,0.0167150452121955,0.1050583657587548,0,1,0,0,1,0
7200.0,0.5666666666666667,0.0198276468649431,0.2217898832684824,0,1,1,0,0,0
7300.0,0.5666666666666667,0.0218385568850522,0.1828793774319066,1,0,0,0,1,0
7490.0,0.6,0.0278250453232954,0.2412451361867704,1,0,0,0,1,0
7500.0,0.5333333333333333,0.0384345949789405,0.2412451361867704,1,0,0,0,1,0
7500.0,0.5,0.0271244146856585,0.3501945525291828,1,0,0,0,1,0
7500.0,0.4333333333333333,0.0287742997472024,0.1439688715953307,0,1,0,0,1,0
7199.0,0.5666666666666667,0.0248513687169821,0.2412451361867704,1,0,0,0,1,0
7659.0,0.4333333333333333,0.0235717169023838,0.2996108949416342,0,1,1,0,0,0
7700.0,0.5,0.0198178380360162,0.3385214007782101,1,0,0,0,1,0
7800.0,0.4666666666666667,0.0188380561343265,0.4552529182879377,0,1,1,0,0,0
7990.0,0.6,0.0211190092201991,0.1439688715953307,1,0,0,0,1,0
7990.0,0.5666666666666667,0.0203182884914711,0.1828793774319066,0,1,0,0,1,0
8000.0,0.5,0.0255953383640614,0.2412451361867704,1,0,0,0,1,0
8000.0,0.5333333333333333,0.022119910131109,0.4552529182879377,1,0,1,0,0,0
8000.0,0.6333333333333333,0.0266239642302036,0.377431906614786,1,0,0,0,1,0
8000.0,0.4666666666666667,0.021619459675654,0.4552529182879377,1,0,0,0,1,0
8000.0,0.4666666666666667,0.0276248651411135,0.3385214007782101,1,0,0,0,1,0
7599.0,0.6,0.0223347034665902,0.1828793774319066,1,0,0,0,1,0
8800.0,0.8,0.0102958673101658,0.2217898832684824,1,0,0,0,1,0
8396.0,0.5666666666666667,0.0186277668529443,0.3501945525291828,1,0,0,0,1,0
8900.0,0.5666666666666667,0.0291262165074783,0.3501945525291828,1,0,0,0,1,0
9000.0,0.6,0.0294264867807513,0.2023346303501945,0,1,0,0,1,0
9500.0,0.6666666666666666,0.0292263065985693,0.2023346303501945,1,0,0,0,1,0
9199.0,0.5333333333333333,0.0255449930482427,0.4941634241245136,1,0,0,0,1,0
9318.0,0.5333333333333333,0.0183313000031328,0.3501945525291828,1,0,0,0,1,0
9900.0,0.5333333333333333,0.0209188290380171,0.4552529182879377,0,1,1,0,0,0
9900.0,0.7333333333333333,0.0236212614974738,0.2217898832684824,0,1,0,0,1,0
9990.0,0.6,0.0381048982188868,0.2607003891050584,0,1,0,0,1,0
9990.0,0.6,0.0293588258791738,0.2607003891050584,1,0,0,0,1,0
9999.0,0.6666666666666666,0.0261235137747486,0.2023346303501945,1,0,0,0,1,0
9560.0,0.6333333333333333,0.0240216218618378,0.1439688715953307,0,1,0,0,1,0
9560.0,0.5333333333333333,0.0248223425905657,0.4552529182879377,1,0,1,0,0,0
10155.0,0.6333333333333333,0.023013114104005,0.2023346303501945,0,1,0,0,1,0
10299.0,0.6666666666666666,0.0251726579093842,0.2996108949416342,1,0,0,0,1,0
10500.0,0.6,0.0361325228838477,0.377431906614786,1,0,0,0,1,0
10578.0,0.5666666666666667,0.0104006616355381,0.2217898832684824,1,0,1,0,0,0
10600.0,0.6333333333333333,0.0349992027824244,0.2607003891050584,1,0,0,0,1,0
16800.0,0.7666666666666667,0.0253227930460207,0.1050583657587548,1,0,0,0,1,0
15999.0,0.7666666666666667,0.0223836475211337,0.2996108949416342,1,0,0,0,1,0
16900.0,0.6666666666666666,0.022730459686764,0.5719844357976653,1,0,0,0,1,0
16990.0,0.7333333333333333,0.0172154956676504,0.2996108949416342,1,0,0,0,1,0
16990.0,0.7666666666666667,0.0201766610125774,0.2996108949416342,1,0,0,0,1,0
16990.0,0.6333333333333333,0.0168151353032864,0.5330739299610895,1,0,0,0,1,0
16999.0,0.7,0.0287024350617991,0.5719844357976653,1,0,0,0,1,0
17100.0,0.6666666666666666,0.0311280183292982,0.4163424124513619,1,0,0,0,1,0
17490.0,0.8,0.0134120722061927,0.2217898832684824,1,0,0,0,1,0
17499.0,0.7,0.0230801744650359,0.7665369649805448,1,0,0,0,1,0
17499.0,0.6666666666666666,0.0081072973783702,0.2023346303501945,1,0,0,0,1,0
17500.0,0.7,0.0189170272161973,0.4163424124513619,1,0,0,0,1,0
17990.0,0.5333333333333333,0.0241217119529288,0.5525291828793775,1,0,1,0,0,0
18000.0,0.7333333333333333,0.0057051351921864,0.2996108949416342,1,0,0,0,1,0
18000.0,0.7333333333333333,0.0232209011331099,0.4163424124513619,1,0,0,0,1,0
18300.0,0.7,0.0160144145745585,0.2996108949416342,1,0,0,0,1,0
18500.0,0.8,0.0095786217174078,0.1050583657587548,0,1,0,0,1,0
18617.0,0.7333333333333333,0.0049138229320211,0.2023346303501945,0,1,0,0,1,0
18700.0,0.6333333333333333,0.0197177479449252,0.5330739299610895,1,0,0,0,1,0
18900.0,0.6666666666666666,0.0236212614974738,0.5330739299610895,1,0,0,0,1,0
17992.0,0.7666666666666667,0.0191172073983792,0.4163424124513619,1,0,0,0,1,0
19490.0,0.6666666666666666,0.0163839471908665,0.5719844357976653,1,0,0,0,1,0
19500.0,0.7,0.0228205407687459,0.2996108949416342,1,0,0,0,1,0
19900.0,0.6,0.0119524584078128,0.5330739299610895,1,0,0,0,1,0
19990.0,0.8,0.0169152253943774,0.2023346303501945,1,0,0,0,1,0
19999.0,0.8,0.0187168470340153,0.2217898832684824,1,0,0,0,1,0
19999.0,0.7666666666666667,0.0185166668518333,0.4163424124513619,1,0,0,0,1,0
20000.0,0.7666666666666667,0.010709639746736,0.2217898832684824,1,0,0,0,1,0
20000.0,0.6,0.0192794534360377,0.5330739299610895,1,0,0,0,1,0
20000.0,0.6666666666666666,0.0184165767607423,0.5330739299610895,1,0,0,0,1,0
20400.0,0.7,0.0132624375200117,0.5719844357976653,1,0,0,0,1,0
20500.0,0.7,0.0160744686292131,0.4163424124513619,1,0,0,0,1,0
20800.0,0.7333333333333333,0.0160144145745585,0.4163424124513619,1,0,0,0,1,0
20800.0,0.7333333333333333,0.0204013632670766,0.4163424124513619,1,0,0,0,1,0
20990.0,0.6666666666666666,0.0139625677071932,0.2996108949416342,1,0,0,0,1,0
20999.0,0.8,0.0111616465981029,0.2217898832684824,1,0,0,0,1,0
21990.0,0.8,0.0159340422314124,0.4163424124513619,1,0,0,0,1,0
22000.0,0.7666666666666667,0.0116104505665549,0.2217898832684824,1,0,0,0,1,0
22000.0,0.8,0.021719549766745,0.4163424124513619,1,0,0,0,1,0
22800.0,0.8,0.0180162163963783,0.4163424124513619,1,0,0,0,1,0
22900.0,0.7666666666666667,0.0104329907349605,0.4163424124513619,1,0,0,0,1,0
22990.0,0.6333333333333333,0.0174156758498324,0.5330739299610895,1,0,0,0,1,0
23000.0,0.7666666666666667,0.0152136938458306,0.5719844357976653,1,0,0,0,1,0
21999.0,0.8,0.0148672820405647,0.5719844357976653,1,0,0,0,1,0
22400.0,0.7,0.0002001801821819,0.5719844357976653,1,0,0,0,1,0
23900.0,0.7,0.027467023067463,0.4163424124513619,1,0,0,0,1,0
23990.0,0.8333333333333334,0.0272307103623971,0.4357976653696498,1,0,0,0,1,0
23990.0,0.7666666666666667,0.0115604055210094,0.4163424124513619,1,0,0,0,1,0
24990.0,0.7666666666666667,0.0142027839258116,0.7665369649805448,1,0,0,0,1,0
24999.0,0.8666666666666667,0.0253227930460207,0.6498054474708171,1,0,1,0,0,0
23999.0,0.7666666666666667,0.0178331516197729,0.5719844357976653,1,0,0,0,1,0
26000.0,0.8333333333333334,0.0186069481139974,0.2217898832684824,1,0,0,0,1,0
26900.0,0.9333333333333332,0.0053788414952298,0.2217898832684824,1,0,0,0,0,1
27000.0,0.8333333333333334,0.0189170272161973,0.4357976653696498,1,0,0,0,1,0
27000.0,0.8,0.01010909920019,0.4163424124513619,1,0,0,0,1,0
27500.0,0.8,0.0163146848478315,0.4163424124513619,1,0,0,0,1,0
27990.0,0.8333333333333334,0.008698829816718,0.2217898832684824,1,0,0,0,1,0
28000.0,0.8,0.0171154055765594,0.5719844357976653,1,0,0,0,1,0
28290.0,0.8333333333333334,0.0148133334814666,0.3968871595330739,1,0,1,0,0,0
28500.0,0.8333333333333334,0.0144129731171027,0.2217898832684824,1,0,0,0,1,0
28500.0,0.7666666666666667,0.0146131532992846,0.4163424124513619,1,0,0,0,1,0
28500.0,0.7666666666666667,0.010909819928918,0.5719844357976653,1,0,0,0,1,0
28990.0,0.8666666666666667,0.0148743884370321,0.4357976653696498,1,0,0,0,1,0
29000.0,0.8666666666666667,0.0139449518511612,0.2217898832684824,1,0,0,0,1,0
29250.0,0.8333333333333334,0.0106472836199863,0.3968871595330739,1,0,0,0,0,1
29250.0,0.8333333333333334,0.0106472836199863,0.3968871595330739,1,0,0,0,0,1
29980.0,0.8333333333333334,0.0140126127527387,0.4357976653696498,1,0,0,0,1,0
29990.0,0.8666666666666667,0.0157403679051514,0.2217898832684824,1,0,0,0,1,0
31490.0,0.8333333333333334,0.0174156758498324,0.4357976653696498,1,0,0,0,1,0
31500.0,0.8666666666666667,0.0060054054654594,0.2217898832684824,1,0,0,0,1,0
31850.0,0.7666666666666667,0.0102592343368265,0.4163424124513619,1,0,0,0,1,0
31999.0,0.8333333333333334,0.0134120722061927,0.2217898832684824,1,0,0,0,1,0
32000.0,0.8666666666666667,0.015753179436811,0.3891050583657587,1,0,0,0,1,0
32500.0,0.8333333333333334,0.0104393965007903,0.4357976653696498,1,0,0,0,1,0
32800.0,0.9,0.0110389361464253,0.2217898832684824,1,0,0,0,1,0
34000.0,0.8333333333333334,0.010609549655645,0.2217898832684824,1,0,0,0,1,0
34990.0,0.8333333333333334,0.0100090091090991,0.4357976653696498,1,0,0,0,1,0
34990.0,0.8333333333333334,0.0145130632081936,0.4357976653696498,1,0,0,0,1,0
36212.0,0.8333333333333334,0.0088179370251163,0.4357976653696498,1,0,0,0,1,0
37000.0,0.9333333333333332,0.0091081982892801,0.4357976653696498,1,0,0,0,1,0
37900.0,0.8333333333333334,0.0098474637020782,0.4357976653696498,1,0,0,0,1,0
42990.0,0.8333333333333334,0.0059307382575055,0.6498054474708171,1,0,1,0,0,0
41160.0,0.8333333333333334,0.0062321095217805,0.6498054474708171,1,0,1,0,0,0
41960.0,0.8666666666666667,0.0012118908229297,0.4357976653696498,1,0,0,0,1,0
42000.0,0.8333333333333334,0.010609549655645,1.0,0,1,1,0,0,0
45000.0,0.8333333333333334,0.0059053153743684,0.6498054474708171,1,0,1,0,0,0
54000.0,0.8666666666666667,0.0076423789052526,1.0,1,0,1,0,0,0
62000.0,0.8333333333333334,0.0010899810919808,0.4357976653696498,0,1,0,0,1,0
