price,year,km,kw,Automat,Manuál,Benzín,Benzín+Plyn,Diesel
1800.0,0.3478260869565217,0.2896529713398157,0.0736842105263157,0,1,1,0,0
1800.0,0.3478260869565217,0.4850890444477542,0.0736842105263157,0,1,1,0,0
1800.0,0.0869565217391304,0.3822655801187259,0.0736842105263157,0,1,1,0,0
1802.0,0.2608695652173913,0.3937807187386966,0.031578947368421,0,1,1,0,0
1810.0,0.2608695652173913,0.2199834039022107,0.031578947368421,0,1,1,0,0
1823.0,0.1739130434782608,0.3483435817783357,0.1052631578947368,0,1,1,0,0
1836.0,0.0434782608695652,0.303436243324326,0.0736842105263157,0,1,1,0,0
1843.0,0.217391304347826,0.4459690631715568,0.1052631578947368,0,1,1,0,0
1850.0,0.0869565217391304,0.7287048660609801,0.3894736842105263,0,1,0,0,1
1866.0,0.1304347826086956,0.3434370944062639,0.0736842105263157,0,1,1,0,0
1879.0,0.1304347826086956,0.3349454243707312,0.1052631578947368,0,1,1,0,0
1879.0,0.0434782608695652,0.127217600374476,0.0736842105263157,0,1,1,0,0
1890.0,0.3043478260869565,0.657439519989787,0.1473684210526315,0,1,0,0,1
1894.0,0.217391304347826,0.5044575416498224,0.1052631578947368,0,1,1,0,0
1900.0,0.1739130434782608,0.4322411115130109,0.1052631578947368,0,1,1,0,0
1900.0,0.2608695652173913,0.3829485733739016,0.031578947368421,0,1,1,0,0
1906.0,0.1304347826086956,0.3256133109215089,0.1894736842105263,0,1,1,0,0
1906.0,0.2608695652173913,0.1761845996723334,0.1052631578947368,0,1,1,0,0
1906.0,0.217391304347826,0.1592629630417668,0.1052631578947368,0,1,1,0,0
1906.0,0.3043478260869565,0.2214855635226281,0.1473684210526315,0,1,1,0,0
1906.0,0.3478260869565217,0.4696163748164854,0.0736842105263157,0,1,1,0,0
1796.0,0.1304347826086956,0.3685716717376965,0.031578947368421,0,1,1,0,0
1796.0,0.217391304347826,0.5616928019745101,0.1473684210526315,0,1,0,0,1
1796.0,0.217391304347826,0.4093491350879806,0.1894736842105263,0,1,1,0,0
1796.0,0.2608695652173913,0.4104853294750952,0.1052631578947368,0,1,1,0,0
1796.0,0.0869565217391304,0.5808421455775655,0.1368421052631579,0,1,1,0,0
1800.0,0.0434782608695652,0.4561416200344688,0.1894736842105263,0,1,1,0,0
1800.0,0.1304347826086956,0.2169024872869635,0.031578947368421,0,1,1,0,0
1800.0,0.1304347826086956,0.5322453669227005,0.1052631578947368,0,1,1,0,0
1922.0,0.1304347826086956,0.3053022404732015,0.031578947368421,0,1,1,0,0
1922.0,0.217391304347826,0.2921785569905742,0.031578947368421,0,1,1,0,0
1922.0,0.1739130434782608,0.4575927147386114,0.031578947368421,0,1,1,0,0
1922.0,0.217391304347826,0.4680695333943275,0.1894736842105263,0,1,1,0,0
1922.0,0.3043478260869565,0.4628204855422456,0.1052631578947368,0,1,1,0,0
1836.0,0.1739130434782608,0.6448754228813379,0.3894736842105263,0,1,0,0,1
1964.0,0.217391304347826,0.5582565586501841,0.1894736842105263,0,1,0,0,1
1986.0,0.1304347826086956,0.6230494265835443,0.3894736842105263,0,1,0,0,1
1990.0,0.782608695652174,0.3212621545139258,0.4631578947368421,0,1,1,0,0
1990.0,0.1304347826086956,0.3957318240813634,0.1368421052631579,0,1,1,0,0
1999.0,0.1304347826086956,0.2690972148343581,0.1052631578947368,0,1,1,0,0
2000.0,0.1304347826086956,0.3334794357326752,0.3894736842105263,0,1,1,0,0
2000.0,0.2608695652173913,0.4758909764037533,0.1894736842105263,0,1,1,0,0
2000.0,0.217391304347826,0.4645311602374518,0.3894736842105263,0,1,1,0,0
2000.0,0.391304347826087,0.4886593331773016,0.1473684210526315,0,1,1,0,0
2000.0,0.217391304347826,0.4021149386157152,0.1052631578947368,0,1,1,0,0
2000.0,0.2608695652173913,0.2515181174067533,0.031578947368421,0,1,1,0,0
1880.0,0.2608695652173913,0.3770867465265218,0.1052631578947368,0,1,1,0,0
2028.0,0.3478260869565217,0.5390582778356986,0.0736842105263157,0,1,1,0,0
2028.0,0.3043478260869565,0.3769356794825422,0.1052631578947368,0,1,1,0,0
1916.0,0.217391304347826,0.5333304963935402,0.031578947368421,0,1,1,0,0
2050.0,0.2608695652173913,0.3187642290261495,0.1052631578947368,0,1,1,0,0
2050.0,0.217391304347826,0.5084852869209984,0.1052631578947368,0,1,1,0,0
1956.0,0.0,0.553530926189919,0.0736842105263157,0,1,1,0,0
1956.0,0.0,0.553530926189919,0.0736842105263157,0,1,1,0,0
1960.0,0.1304347826086956,0.4246707376752697,0.1368421052631579,0,1,1,0,0
1960.0,0.3043478260869565,0.8651035128406988,0.3894736842105263,0,1,0,0,1
1960.0,0.217391304347826,0.314879039979574,0.031578947368421,0,1,1,0,0
2092.0,0.0869565217391304,0.3825272878146343,0.1368421052631579,0,1,1,0,0
2100.0,0.5652173913043478,0.3741037043341347,0.1894736842105263,0,1,0,0,1
1996.0,0.1739130434782608,0.4659460839592331,0.1894736842105263,0,1,1,0,0
1996.0,0.0869565217391304,0.3440285963531139,0.031578947368421,0,1,1,0,0
1996.0,0.217391304347826,0.4914785420966404,0.1052631578947368,0,1,1,0,0
1996.0,0.217391304347826,0.4346369071682376,0.1894736842105263,0,1,1,0,0
1996.0,0.3478260869565217,0.6421306836315667,0.231578947368421,0,1,0,0,1
1999.0,0.0869565217391304,0.5425434583714547,0.3894736842105263,0,1,0,0,1
2135.0,0.217391304347826,0.3755739483818804,0.031578947368421,0,1,0,1,0
2135.0,0.1304347826086956,0.2494244558394859,0.1368421052631579,0,1,1,0,0
2156.0,0.2608695652173913,0.4752930913423689,0.231578947368421,0,1,1,0,0
2185.0,0.3043478260869565,0.367769527011213,0.1052631578947368,0,1,1,0,0
2199.0,0.4347826086956521,0.5193280708100172,0.1894736842105263,0,1,0,0,1
2200.0,0.217391304347826,0.4531798548905296,0.3894736842105263,0,1,1,0,0
2200.0,0.3043478260869565,0.5129832549628716,0.1052631578947368,0,1,1,0,0
2200.0,0.1304347826086956,0.3290793421136619,0.031578947368421,0,1,1,0,0
2200.0,0.391304347826087,0.4977276112257707,0.0736842105263157,0,1,1,0,0
2080.0,0.1739130434782608,0.5540692355156492,0.031578947368421,0,1,1,0,0
2080.0,0.217391304347826,0.2312176854826698,0.031578947368421,0,1,1,0,0
2080.0,0.217391304347826,0.4399880848528692,0.1052631578947368,0,1,1,0,0
2220.0,0.2608695652173913,0.4535862465158833,0.031578947368421,0,1,1,0,0
2220.0,0.1304347826086956,0.3191344496691419,0.1894736842105263,0,1,1,0,0
2220.0,0.0869565217391304,0.303249005297985,0.1368421052631579,0,1,1,0,0
2222.0,0.4782608695652174,0.8936147577608035,0.1894736842105263,0,1,0,0,1
2231.0,0.391304347826087,0.3509266154599034,0.1473684210526315,0,1,1,0,0
2231.0,0.3478260869565217,0.3540288091235983,0.1473684210526315,0,1,1,0,0
2263.0,0.3043478260869565,0.5929700631928339,0.231578947368421,0,1,0,0,1
2263.0,0.3043478260869565,0.3078129321900466,0.1052631578947368,0,1,1,0,0
2290.0,0.1304347826086956,0.5055894806272474,0.1052631578947368,0,1,0,0,1
2300.0,0.2608695652173913,0.194878614438605,0.1052631578947368,0,1,1,0,0
2300.0,0.391304347826087,0.4089427434626269,0.0736842105263157,0,1,1,0,0
2300.0,0.2608695652173913,0.5703610715121599,0.3894736842105263,0,1,0,0,1
2160.0,0.2608695652173913,0.427572927083555,0.1894736842105263,0,1,1,0,0
2160.0,0.1304347826086956,0.3748803166024809,0.1894736842105263,0,1,1,0,0
2306.0,0.2608695652173913,0.3790804059660844,0.1894736842105263,0,1,1,0,0
2306.0,0.217391304347826,0.2970595119045086,0.1052631578947368,0,1,0,0,1
2306.0,0.3043478260869565,0.1501180876188855,0.1052631578947368,0,1,1,0,0
2198.0,0.1739130434782608,0.2078810187450797,0.031578947368421,0,1,1,0,0
2199.0,0.3043478260869565,0.4029319772761122,0.0736842105263157,0,1,1,0,0
2200.0,0.1739130434782608,0.2761994936062469,0.031578947368421,0,1,1,0,0
2200.0,0.1739130434782608,0.4531798548905296,0.1052631578947368,0,1,1,0,0
2348.0,0.2608695652173913,0.4876593119002532,0.1052631578947368,0,1,1,0,0
2348.0,0.217391304347826,0.461171514287538,0.1894736842105263,0,1,1,0,0
2348.0,0.391304347826087,0.4091257260792783,0.0736842105263157,0,1,1,0,0
2348.0,0.2608695652173913,0.3508627843145598,0.1052631578947368,0,1,0,1,0
2350.0,0.3478260869565217,0.5914806698014852,0.231578947368421,0,1,0,0,1
2376.0,0.2608695652173913,0.3846826528224005,0.1052631578947368,0,1,1,0,0
2240.0,0.0434782608695652,0.3491031724079235,0.1894736842105263,0,1,1,0,0
2393.0,0.1304347826086956,0.4680205961828975,0.1894736842105263,1,0,1,0,0
2400.0,0.3043478260869565,0.5639609353390498,0.1473684210526315,0,1,1,0,0
2400.0,0.4782608695652174,0.6382901763867316,0.0736842105263157,0,1,1,0,0
2400.0,0.1739130434782608,0.2893636034809251,0.1052631578947368,0,1,1,0,0
2400.0,0.3043478260869565,0.2216025872890912,0.031578947368421,0,1,1,0,0
2400.0,0.2608695652173913,0.3927466541841315,0.1894736842105263,0,1,1,0,0
2400.0,0.2608695652173913,0.3510181067682291,0.1052631578947368,0,1,1,0,0
2400.0,0.1739130434782608,0.1934041149811698,0.031578947368421,0,1,1,0,0
2400.0,0.3478260869565217,0.5613608800187238,0.231578947368421,0,1,0,0,1
2400.0,0.1304347826086956,0.2864124768612098,0.1894736842105263,0,1,1,0,0
2400.0,0.3478260869565217,0.5452498989340199,0.4210526315789473,0,1,0,0,1
2400.0,0.1304347826086956,0.2864124768612098,0.1894736842105263,0,1,1,0,0
2412.0,0.3043478260869565,0.3519904678822954,0.231578947368421,0,1,1,0,0
2417.0,0.2608695652173913,0.4209047001000021,0.1052631578947368,0,1,1,0,0
2431.0,0.2608695652173913,0.3195493521138747,0.1894736842105263,0,1,1,0,0
2434.0,0.0434782608695652,0.6118151450030852,0.3894736842105263,0,1,0,0,1
2434.0,0.2608695652173913,0.3595608417200366,0.1052631578947368,0,1,1,0,0
2434.0,0.391304347826087,0.2894699887231643,0.0736842105263157,0,1,1,0,0
2450.0,0.4347826086956521,0.7787186961424711,0.1473684210526315,0,1,1,0,0
2318.0,0.2608695652173913,0.5577395263729016,0.231578947368421,0,1,0,0,1
2320.0,0.3478260869565217,0.6378646354177748,0.231578947368421,0,1,0,0,1
2476.0,0.3043478260869565,0.4137981659184238,0.1052631578947368,0,1,1,0,0
2490.0,0.3478260869565217,0.3233898593587098,0.1473684210526315,0,1,1,0,0
2500.0,0.0434782608695652,0.3822655801187259,0.1368421052631579,0,1,1,0,0
2500.0,0.3478260869565217,0.5276495244579672,0.231578947368421,0,1,0,0,1
2500.0,0.391304347826087,0.4787123130279367,0.0736842105263157,0,1,1,0,0
2500.0,0.391304347826087,0.5361603438371029,0.0736842105263157,0,1,1,0,0
2515.0,0.1739130434782608,0.2909636375242026,0.031578947368421,0,1,1,0,0
2360.0,0.3043478260869565,0.4171110023617523,0.0736842105263157,0,1,1,0,0
2360.0,0.217391304347826,0.3805442668992957,0.1052631578947368,0,1,1,0,0
2360.0,0.3043478260869565,0.4171110023617523,0.0736842105263157,0,1,1,0,0
2360.0,0.2608695652173913,0.3340283835826294,0.1473684210526315,0,1,0,0,1
2519.0,0.3478260869565217,0.4790612566224813,0.2736842105263158,0,1,1,0,0
2528.0,0.217391304347826,0.2138130598523372,0.1052631578947368,0,1,1,0,0
2530.0,0.3043478260869565,0.4467967403561778,0.3894736842105263,0,1,0,0,1
2396.0,0.3478260869565217,0.3531777271856848,0.1052631578947368,0,1,1,0,0
2396.0,0.1304347826086956,0.2384816698227622,0.031578947368421,0,1,1,0,0
2396.0,0.1739130434782608,0.3382327283559224,0.1894736842105263,0,1,1,0,0
2396.0,0.3043478260869565,0.1702142598778697,0.0736842105263157,0,1,1,0,0
2396.0,0.3043478260869565,0.3461094916913125,0.1052631578947368,0,1,1,0,0
2396.0,0.2608695652173913,0.39029979361263,0.1052631578947368,0,1,1,0,0
2396.0,0.1739130434782608,0.4779357007595906,0.3894736842105263,0,1,0,0,1
2396.0,0.3043478260869565,0.4018957850167025,0.3894736842105263,0,1,1,0,0
2398.0,0.391304347826087,0.3802421328113364,0.2736842105263158,0,1,1,0,0
2398.0,0.2608695652173913,0.1608204429881486,0.031578947368421,0,1,1,0,0
2398.0,0.3043478260869565,0.3226345241388114,0.231578947368421,0,1,1,0,0
2562.0,0.217391304347826,0.437607183131556,0.1052631578947368,0,1,1,0,0
2599.0,0.3043478260869565,0.6332411327900593,0.0736842105263157,0,1,1,0,0
2600.0,0.391304347826087,0.5515223728164429,0.0736842105263157,0,1,1,0,0
2600.0,0.2608695652173913,0.2091001936211408,0.1052631578947368,0,1,1,0,0
2600.0,0.2608695652173913,0.2380625119683397,0.1052631578947368,0,1,1,0,0
2600.0,0.4347826086956521,0.70970020638737,0.4210526315789473,0,1,0,0,1
2600.0,0.1304347826086956,0.1096172258984233,0.031578947368421,0,1,1,0,0
2600.0,0.217391304347826,0.5488244430732568,0.1894736842105263,0,1,1,0,0
2600.0,0.1304347826086956,0.1821421732377284,0.031578947368421,0,1,1,0,0
2600.0,0.3478260869565217,0.4951594714781165,0.1894736842105263,0,1,1,0,0
2600.0,0.4347826086956521,0.4596778654864997,0.1894736842105263,0,1,0,0,1
2600.0,0.2608695652173913,0.3346964829038916,0.1052631578947368,0,1,1,0,0
2600.0,0.4347826086956521,0.5032979425094151,0.1473684210526315,0,1,1,0,0
2600.0,0.217391304347826,0.3440647673354752,0.1052631578947368,0,1,1,0,0
2636.0,0.5217391304347826,0.4919359986382689,0.1894736842105263,0,1,0,0,1
2636.0,0.4347826086956521,0.277556969297219,0.1473684210526315,0,1,1,0,0
2662.0,0.1739130434782608,0.3505372454733079,0.1894736842105263,0,1,0,0,1
2669.0,0.2608695652173913,0.4029234664567331,0.1894736842105263,0,1,1,0,0
2690.0,0.391304347826087,0.5713079001680886,0.0736842105263157,0,1,1,0,0
2690.0,0.0869565217391304,0.1989318921679184,0.031578947368421,0,1,1,0,0
2700.0,0.2608695652173913,0.2932977297389306,0.1052631578947368,0,1,1,0,0
2556.0,0.3043478260869565,0.3663141768973807,0.031578947368421,0,1,1,0,0
2560.0,0.3478260869565217,0.6468009957658674,0.1473684210526315,0,1,0,0,1
